Group,Sex,Age_Group,MetS_Status,Food,Risk_Score,Direct_Effect,Network_Centrality,Indirect_Effect,Degree_Centrality,Betweenness_Centrality,Current_Intake,N_Connections,Food_Category
여성_장년층(60-74세)_MetS(-),여성,장년층(60-74세),MetS(-),Additional Salt Use,0.568307038042456,0.05487299055459668,1.0,0.8211928060687244,0.9090909090909092,0.03271284271284271,1.3809064609450337,10,Unhealthy
여성_장년층(60-74세)_MetS(-),여성,장년층(60-74세),MetS(-),Salty Food Consumption,0.5907887406917368,0.051971851729341975,0.9,1.0,0.8181818181818182,0.023852813852813848,1.5467695274831244,9,Unhealthy
여성_장년층(60-74세)_MetS(-),여성,장년층(60-74세),MetS(-),Sweet Food Consumption,0.5147676871084909,0.05102317807156662,1.0,0.647861386266214,0.9090909090909092,0.02991341991341991,1.8852459016393444,10,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Grain Products,0.3618264061671064,0.023465257645975852,0.7999999999999999,0.3748010103623869,0.7272727272727273,0.014913419913419912,2.2270147559591376,8,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Protein Foods,0.5086850671779304,0.023257908090532832,0.7999999999999999,0.8646063464723908,0.7272727272727273,0.0229004329004329,2.9625425652667423,8,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Vegetables,0.4515175572550455,0.06507487063951463,0.7999999999999999,0.6182920299974655,0.7272727272727273,0.011233766233766233,2.753688989784336,8,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Dairy Products,0.4394068815386619,0.04098928711197301,0.9,0.5100372223129092,0.8181818181818182,0.017186147186147183,1.9307604994324632,9,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Fruits,0.5275661780923666,0.03832139242814302,1.0,0.707458737070365,0.9090909090909092,0.03781385281385281,2.3598183881952326,10,Healthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Fried Foods,0.5385776916287256,0.027998400117873967,1.0,0.7579277719385867,0.9090909090909092,0.03173160173160173,1.2338251986379114,10,Unhealthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),High Fat Meat,0.3484074137276235,0.021907773831734166,0.5999999999999999,0.5321476806497663,0.5454545454545454,0.006688311688311689,1.3813847900113507,6,Unhealthy
남성_장년층(60-74세)_MetS(+),남성,장년층(60-74세),MetS(+),Processed Foods,0.5349742222883314,0.04195415585320737,0.9,0.8273085331568277,0.8181818181818182,0.025216450216450213,1.2599318955732122,9,Unhealthy
