Group,Sex,Age_Group,MetS_Status,Food,Risk_Score,Direct_Effect,Network_Centrality,Indirect_Effect,Degree_Centrality,Betweenness_Centrality,Current_Intake,N_Connections,Food_Category
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Fried Foods,0.4231500932761602,0.026190517384806634,0.5999999999999999,0.7755796210741254,0.5454545454545454,0.01636363636363636,1.1923076923076923,6,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),High Fat Meat,0.3543837019007471,0.015363231134997855,0.5999999999999999,0.5607946981558265,0.5454545454545454,0.02712121212121212,1.225752508361204,6,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Processed Foods,0.5441387182376938,0.04138568737877541,1.0,0.7586148109539455,0.9090909090909092,0.09636363636363635,1.1638795986622072,10,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Sugar-Sweetened Beverages,0.31059450746205214,0.027023357092102684,0.5999999999999999,0.399283882084037,0.5454545454545454,0.012954545454545453,1.12876254180602,6,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Additional Salt Use,0.32095064069196055,0.01831927483320169,0.5,0.5454097691955996,0.4545454545454546,0.012954545454545453,1.4682274247491638,5,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Salty Food Consumption,0.44366138455274523,0.0377986392019194,0.7999999999999999,0.6284730962399251,0.7272727272727273,0.08507575757575755,1.637123745819398,8,Unhealthy
여성_장년층(60-74세)_MetS(+),여성,장년층(60-74세),MetS(+),Sweet Food Consumption,0.4559333062267422,0.03729445509783706,0.9,0.5700517472920245,0.8181818181818182,0.05787878787878787,1.8645484949832776,9,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Grain Products,0.3396408715930138,0.07951280991976474,0.7,0.3261191587503598,0.6363636363636364,0.03757575757575757,2.003875968992248,7,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Protein Foods,0.40874864022573254,0.038897141777342416,0.5999999999999999,0.7106326117159855,0.5454545454545454,0.01787878787878788,3.1763565891472867,6,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Vegetables,0.6066328493317954,0.016582123329488614,1.0,1.0,0.9090909090909092,0.09636363636363636,2.565891472868217,10,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Dairy Products,0.3485768705622463,0.024439414551207198,0.7,0.4293370158058782,0.6363636363636364,0.02303030303030303,1.800387596899225,7,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Fruits,0.3713601539656182,0.052274602579739184,0.7999999999999999,0.36816770977907537,0.7272727272727273,0.038181818181818185,1.5310077519379846,8,Healthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Fried Foods,0.4547073734844319,0.03614809757410522,0.7999999999999999,0.6674937815159662,0.7272727272727273,0.047272727272727265,1.7093023255813953,8,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),High Fat Meat,0.4087371939072495,0.02670454374636367,0.5999999999999999,0.7268512546956803,0.5454545454545454,0.02484848484848485,1.9728682170542635,6,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Processed Foods,0.5128816676022835,0.04110733155034012,0.9,0.7547957832738247,0.8181818181818182,0.07303030303030303,1.7965116279069768,9,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Sugar-Sweetened Beverages,0.3124669848057717,0.02598901747288702,0.5,0.5069045927220562,0.4545454545454546,0.00909090909090909,1.9709302325581395,5,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Additional Salt Use,0.3687809569047054,0.04748644715470256,0.5999999999999999,0.5659545934760815,0.5454545454545454,0.018787878787878787,1.7151162790697674,6,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Salty Food Consumption,0.40957306806703037,0.034656246985969585,0.5999999999999999,0.7190352309088086,0.5454545454545454,0.015757575757575755,1.9127906976744187,6,Unhealthy
남성_청년층(19-39세)_MetS(+),남성,청년층(19-39세),MetS(+),Sweet Food Consumption,0.2936858382953999,0.04671244428004266,0.5999999999999999,0.3166695352779429,0.5454545454545454,0.03454545454545454,2.0775193798449614,6,Healthy
